2020-03-15T14:35:35.970 87
2020-03-15T14:35:35.970 88
2020-03-15T14:35:35.970 88
2020-03-15T14:35:35.970 88
2020-03-15T14:35:36.627 88
2020-03-15T14:35:37.628 89
2020-03-15T14:35:38.629 88
2020-03-15T14:35:39.630 88
2020-03-15T14:35:40.631 88
2020-03-15T14:35:41.632 88
2020-03-15T14:35:42.633 88
2020-03-15T14:35:43.634 88
2020-03-15T14:35:44.635 88
2020-03-15T14:35:45.635 88
2020-03-15T14:35:46.637 88
2020-03-15T14:35:47.638 88
2020-03-15T14:35:48.638 88
2020-03-15T14:35:49.639 88
2020-03-15T14:35:50.640 88
2020-03-15T14:35:51.641 88
2020-03-15T14:35:52.642 88
2020-03-15T14:35:53.643 88
2020-03-15T14:35:54.644 88
2020-03-15T14:35:55.645 88
2020-03-15T14:35:56.646 88
2020-03-15T14:35:57.647 87
2020-03-15T14:35:58.647 88
2020-03-15T14:35:59.649 88
2020-03-15T14:36:00.649 88
2020-03-15T14:36:01.650 88
2020-03-15T14:36:02.651 88
2020-03-15T14:36:03.652 88
2020-03-15T14:36:04.653 88
2020-03-15T14:36:05.654 88
2020-03-15T14:36:06.655 88
2020-03-15T14:36:07.656 88
2020-03-15T14:36:08.657 88
2020-03-15T14:36:09.658 88
2020-03-15T14:36:10.659 88
2020-03-15T14:36:11.660 88
2020-03-15T14:36:12.661 88
2020-03-15T14:36:13.661 88
2020-03-15T14:36:14.662 88
2020-03-15T14:36:15.663 88
2020-03-15T14:36:16.664 88
2020-03-15T14:36:17.665 89
2020-03-15T14:36:18.666 88
2020-03-15T14:36:19.667 88
2020-03-15T14:36:20.668 88
2020-03-15T14:36:21.669 88
2020-03-15T14:36:22.670 88
2020-03-15T14:36:23.671 88
2020-03-15T14:36:24.672 89
2020-03-15T14:36:25.673 92
2020-03-15T14:36:26.674 98
2020-03-15T14:36:27.675 115
2020-03-15T14:36:28.676 112
2020-03-15T14:36:29.676 129
2020-03-15T14:36:30.677 117
2020-03-15T14:36:31.678 114
2020-03-15T14:36:32.679 114
2020-03-15T14:36:33.680 115
2020-03-15T14:36:34.681 112
2020-03-15T14:36:35.682 112
2020-03-15T14:36:36.683 112
2020-03-15T14:36:37.684 112
2020-03-15T14:36:38.685 114
2020-03-15T14:36:39.686 106
2020-03-15T14:36:40.687 98
2020-03-15T14:36:41.688 98
2020-03-15T14:36:42.689 98
2020-03-15T14:36:43.690 97
2020-03-15T14:36:44.691 98
2020-03-15T14:36:45.691 98
2020-03-15T14:36:46.692 97
2020-03-15T14:36:47.693 97
2020-03-15T14:36:48.694 97
2020-03-15T14:36:49.695 97
2020-03-15T14:36:50.696 97
2020-03-15T14:36:51.697 99
2020-03-15T14:36:52.698 99
2020-03-15T14:36:53.699 98
2020-03-15T14:36:54.700 95
2020-03-15T14:36:55.701 95
2020-03-15T14:36:56.702 96
2020-03-15T14:36:57.702 99
2020-03-15T14:36:58.703 100
2020-03-15T14:36:59.704 100
2020-03-15T14:37:00.705 101
2020-03-15T14:37:01.706 101
2020-03-15T14:37:02.707 102
2020-03-15T14:37:03.708 103
2020-03-15T14:37:04.709 98
2020-03-15T14:37:05.710 96
2020-03-15T14:37:06.711 96
2020-03-15T14:37:07.712 96
2020-03-15T14:37:08.713 96
2020-03-15T14:37:09.714 98
2020-03-15T14:37:10.715 100
2020-03-15T14:37:11.715 96
2020-03-15T14:37:12.716 96
2020-03-15T14:37:13.717 96
2020-03-15T14:37:14.718 96
2020-03-15T14:37:15.719 100
2020-03-15T14:37:16.720 99
2020-03-15T14:37:17.721 99
2020-03-15T14:37:18.722 99
2020-03-15T14:37:19.723 98
2020-03-15T14:37:20.724 98
2020-03-15T14:37:21.725 98
2020-03-15T14:37:22.726 98
2020-03-15T14:37:23.727 98
2020-03-15T14:37:24.728 98
2020-03-15T14:37:25.729 98
2020-03-15T14:37:26.729 98
2020-03-15T14:37:27.730 98
2020-03-15T14:37:28.731 98
2020-03-15T14:37:29.732 99
2020-03-15T14:37:30.733 99
2020-03-15T14:37:31.734 98
2020-03-15T14:37:32.735 97
2020-03-15T14:37:33.736 97
2020-03-15T14:37:34.737 97
2020-03-15T14:37:35.738 96
2020-03-15T14:37:36.739 96
2020-03-15T14:37:37.740 96
2020-03-15T14:37:38.741 96
2020-03-15T14:37:39.742 99
2020-03-15T14:37:40.742 100
2020-03-15T14:37:41.743 100
2020-03-15T14:37:42.744 98
2020-03-15T14:37:43.745 96
2020-03-15T14:37:44.746 96
2020-03-15T14:37:45.747 96
2020-03-15T14:37:46.748 97
2020-03-15T14:37:47.749 95
2020-03-15T14:37:48.750 100
2020-03-15T14:37:49.751 98
2020-03-15T14:37:50.752 98
2020-03-15T14:37:51.753 98
2020-03-15T14:37:52.754 98
2020-03-15T14:37:53.755 98
2020-03-15T14:37:54.756 98
2020-03-15T14:37:55.756 98
2020-03-15T14:37:56.757 98
2020-03-15T14:37:57.758 98
2020-03-15T14:37:58.759 98
2020-03-15T14:37:59.760 98
2020-03-15T14:38:00.761 98
2020-03-15T14:38:01.762 98
2020-03-15T14:38:02.763 98
2020-03-15T14:38:03.764 98
2020-03-15T14:38:04.765 98
2020-03-15T14:38:05.766 98
2020-03-15T14:38:06.767 98
2020-03-15T14:38:07.768 98
2020-03-15T14:38:08.769 97
2020-03-15T14:38:09.769 98
2020-03-15T14:38:10.770 98
2020-03-15T14:38:11.771 101
2020-03-15T14:38:12.773 101
2020-03-15T14:38:13.773 99
2020-03-15T14:38:14.774 96
2020-03-15T14:38:15.775 96
2020-03-15T14:38:16.776 96
2020-03-15T14:38:17.777 98
2020-03-15T14:38:18.778 98
2020-03-15T14:38:19.779 100
2020-03-15T14:38:20.780 100
2020-03-15T14:38:21.781 101
2020-03-15T14:38:22.782 100
2020-03-15T14:38:23.783 100
2020-03-15T14:38:24.783 99
2020-03-15T14:38:25.784 99
2020-03-15T14:38:26.785 100
2020-03-15T14:38:27.786 99
2020-03-15T14:38:28.787 99
2020-03-15T14:38:29.788 101
2020-03-15T14:38:30.789 100
2020-03-15T14:38:31.790 99
2020-03-15T14:38:32.791 95
2020-03-15T14:38:33.792 96
2020-03-15T14:38:34.793 98
2020-03-15T14:38:35.794 101
2020-03-15T14:38:36.795 100
2020-03-15T14:38:37.796 98
2020-03-15T14:38:38.797 98
2020-03-15T14:38:39.798 99
2020-03-15T14:38:40.798 101
2020-03-15T14:38:41.799 100
2020-03-15T14:38:42.800 101
2020-03-15T14:38:43.801 101
2020-03-15T14:38:44.802 101
2020-03-15T14:38:45.803 100
2020-03-15T14:38:46.804 101
2020-03-15T14:38:47.805 101
2020-03-15T14:38:48.806 101
2020-03-15T14:38:49.807 101
2020-03-15T14:38:50.808 101
2020-03-15T14:38:51.809 96
2020-03-15T14:38:52.810 101
2020-03-15T14:38:53.810 100
2020-03-15T14:38:54.811 100
2020-03-15T14:38:55.812 99
2020-03-15T14:38:56.813 100
2020-03-15T14:38:57.814 99
2020-03-15T14:38:58.815 98
2020-03-15T14:38:59.816 99
2020-03-15T14:39:00.817 99
2020-03-15T14:39:01.818 98
2020-03-15T14:39:02.819 93
2020-03-15T14:39:03.820 94
2020-03-15T14:39:04.821 94
2020-03-15T14:39:05.822 94
2020-03-15T14:39:06.823 94
2020-03-15T14:39:07.824 94
2020-03-15T14:39:08.824 94
2020-03-15T14:39:09.825 94
2020-03-15T14:39:10.826 94
2020-03-15T14:39:11.828 94
